youtube_link,caption,download_link,success,downloaded
https://youtu.be/Ci688lgJ5ng,21__تئوری_کوانتوم_به_زبان_ساده_جلسه_۳_عدم_قطعیت_نهادینه_در_تار_و_پود_فضازمان_قسمت_۱,https://srv8.dlmate.cc/dl?hash=y11y3Mc4SE2k1uiTeH8VMELjSKQpt%2FVskgCa71jGkCaWXcxg3UcbpJKMuR9POlAewki3nBUbCuGmkjsrAYM%2BDQ%2Fr5%2FqDJGsu4d73MCUtMvbxmnS3xcQUO0hA5Vm1XJ%2FtWrA4Ga26lnzYKmTpxWYJufCahId1ovzgtG2ABH3dq4F6IEPTQIEp89u4O3NXtAdmNb3dlOg9ex%2BXG8SOPqUI1zDc5iaZzdMu5TRdw%2Fbl1Ej42%2BbFDlY2x9l97Giya6zyZjvzolof8PZ1hEqdLB1A%2Fem4ecWB%2FeQnNLPybPG%2F8vzRj3GVJ3A3kHCil5aJF7aXXDzLruvIUovM0II5ZbuDLe6ZTJ2LomTGiN0tpVCarnT0%2F%2FwuxS2%2F7EUCdTBCShlVZzyoVorv6%2BMFdjx8Z57bBKs%2Fh9xGMIwWaeXyw69OYRMHVBZ7wLXAcU2gVg%2FVRc%2BpdXqPrXioR7A3fzd5xqAcMC4VwbO5BVJcEcjVd2g1uI9VGxFHg5gVS1Wh7pekoO2cMljtP0RNU%2BFGjAEyDe92Vv80rXPjra5CJTtUwGzBmb5Phg72QiTbAz1dZDbCN4Vg2T1p0%2Bh8xxcfkmaZy6Sj6vK94wJZyxtu11Nas%2Fjrrz6E1fJN0xu1DVBOOCyZieXJu60prszfyc%2FBhyN9iVDazmSjMQNF7chqYD5qAvQiaS4fFjzRBHA1%2BtZP2m%2Fq2r5qf3y21PSdpKI5u%2BXEDrNR7g%3D%3D,True,
https://youtu.be/ogln4RTTHEU,22__تئوری_کوانتوم_به_زبان_ساده_جلسه_۳_عدم_قطعیت_نهادینه_در_تار_و_پود_فضازمان_قسمت_۲,https://srv3.dlmate.cc/dl?hash=x3I88bc%2BnRMSW3R8BKTVZJdKF9gb6Pmn1WHoqGtgI6AGp6VUju3siwceIcZw7xWEf7%2Bf%2FzfWuY%2BWzPRXJToMcq8s2zQp75Rfr%2F8YOzgRtaaLBkvBPwLIx1wuejHsEjWq3x0OuzY%2FfwJuCHguRcWd0Xsb88Fc%2FoCoenwNglc8EokVlGjDEkXoHBauyxVM3pW54i2Uil2YQgjVcXpm%2F7HAepnu3bfMW1vSYVEk9VySlecacKRUhJPXQycaZShCAUs3H6Z6EZ3TP9%2Bx0Aay6XOPVh2dpNDTzKFQVgqk%2FKOQ4P646whxtHWwGqJVt00dkVFkRAcO5hv7QBtV5inL5CtdABKB%2B8ilH5y%2Bm%2F4k%2BZXaxs10D9%2Fq0hVZF177oiGsoOMOSJYQlOtdz%2B9jdy2ZXU1unM4KFj9m9wntXQNpl7BzOK3w1LVoUZYTQAxD0xYoKYwEIMXtuRcLSoFjjzfJUkw9Hf%2B2UUXkW432V%2FVX5MPvnY4Z8nhue%2Bca4o9emlTBvaBMOjSmwMjL5UMpaHl8NnYXgeCJ7OzeelwE4ln6mMtUUchEL8FbioMPZU1FlaTuz5wv89YG2iGk9IYjOXp9%2BL5TMhPIJ3n7HD6ikXw3H%2BxpHePUu%2FcgGDg%2Fxn%2Fit17JY7y9ZM8IC1bfhLBryaSvNjUooaQ0SCPg6TsvYa1ebFGtIDtWNTt81fI%2FSwm2nFhlB6FuVVj%2BUzq%2FGNkBg4jZd0VpCA%3D%3D,True,
https://youtu.be/oSyXR6uI-hg,23__تئوری_کوانتوم_به_زبان_ساده_جلسه_۴_تابع_موج_هست_و_هم_نیست_قسمت_۱,https://srv4.dlmate.cc/dl?hash=J9SyYg5vH5k0MYSthLo6WibKzqNiqghPovFilPnkCwHyXuotyXet17f545Vf9u3UCBrVnzPXMxTnI9w49IqK%2FsmrPhq4KKAMPgneBRuxrgm5xfBbVBaPRQ2lgCOqzeefEEo6cyKOuQZEdWOvW2h%2BbN4XY74sf8QYeJrFy8fUpA1aZl%2Frd%2BR8b6TQa4Vb8kCPLFnopQbJ9hKdbD7uDRWfycKTI5zAKkbWbYvt3bZ%2F9EQ3Od8yaaekxLFmvm0vJDuj6xWISBW%2FY5G8%2FWYYnUz29e4X3ULBz8By61KichHyO4WOrQAEMAOk%2F%2FqnmNNwMJvR9qCRWOGITE2hIY6KfmVBKN%2BGcbLqP3YHjmuQBzhvEG0zLSlS0fffFqUc%2Bx7dSIWqqYhAk1wudMVeViDlT8niyupIgiVaxkRRCzH3VT29zqUAzmTghuIdYYYPkT%2F2Da55jwSrg3qvbr1MOD9QLiVn5Q7hHEuZ%2Fx5zsbBf6CHV0293kwIi7IDAxeAtSOU5SH5yh%2FMrCv8l3N89MIkEnKjBXmZSPCwYfb9OdalyZfpk5qKLhxNe%2F90lyrecJm5qkLTbS9XK67q7u6bnO5uSD%2FBQl26C5b7qFgvYsVJ125Up8F0%3D,True,
https://youtu.be/Yif6PktaAoI,24__تئوری_کوانتوم_به_زبان_ساده_جلسه_۴_تابع_موج_هست_و_هم_نیست_قسمت_۲,https://srv9.dlmate.cc/dl?hash=wIzAeaDS6l1OcmrTf4PC4HSoD3kD4TsL3X2wdSGMAbpc4NpIkIThj4%2FLzVXDbwA5ZY4rUUhB%2FC1SNOAQlQzSaRQcfq73PE5cDCfoj1N%2FRKbJqL2Op7ByZqE1OrubFycPwzYeOD5WuvwZohCjdKSDfggti38jCmvMdrBFi3HLyPo5CZ9fixiDv2zYFSTFSRS2G14x6gPC6ZBJ9rNqIgj4nY6zC59D2Tibmo6gfe53Gt7wm95VBQIy%2FCkSPMOfnwePmThBKCSyT9Pm4mwTin48fA1XNguJg9LfrHidjLXNJhsSzxCtZXkvDxpwYaS%2FiwVCATrLDEK5t92jS6to%2BAmNaVDJKdlqHsn0S6uPQ3vbAM5mHfO9X3QNZLI9sbUQ5UeIqmVyst1vPMDZKJRX3CIDhGSr5CTNmEPAF7JinFoRWThH%2FuLGl8wnkfLNewVcrrMe%2F%2FCcLVHblVYulHTcLWJaqMnY%2BHXZs703%2BAEepSIidUtQh1zInC%2Bkb0uxYHiyQKlccy3gm1m4EUEoiEvQyJdNFHOOG1O5jJeW%2BM8R2aecARntdh4oEZqMolRU2fND78Iani4LH8hJ%2Fy0bRU%2BCksUnNq%2BIFpALC8CjV2uyZzx0Pd8%3D,True,
https://youtu.be/rtrzZ3GiEYg,25__تئوری_کوانتوم_به_زبان_ساده_جلسه_۵_از_خیال_تا_واقعیت_قسمت_۱,https://srv7.dlmate.cc/dl?hash=O0yyyNbztL6CVg7bzMJCbKgluiX%2FEA8sugaRxLihMNftt7G2vgJd1MQzNmz2eFcymsGVw3IRIAITWcktwwoz%2Brra%2FSzPX4%2Fhki8Tqr9qZeulCuecH%2BkaAjRqOp624o%2Bhc%2FPLZpmBwz20KznV7bITe%2Ff41W27Y4NJjsMttOHn8FndJsF01XGKuKBeyz2W7Gj%2FG6S8IA3RBf7V3cUA40zd%2FwukxDXpt9TBsdYkQxclEhA5dp6g9TP2cpM1HkA5UHvjiVamYoPKOeou%2BOkRCm%2BaCsC4qzJQJmu3H%2BB4%2Fr9xh5n4l2K0mmLfqJ8SeSdZdB4im0N9aO%2BUAOYM5wIV7Oyur0X5fFCwssiYV8tvURjRzdgZQkSJUb3fCK5FPagjiNaUqSByfta5ayAfKXKYBAo9Ar7ScVIVdn8OIXqEeLHDbH0HfXTFV6mfiizVhqrTz0eYYcUNastc21AKT2UH%2B2%2Bd4akKAT2ShcxDAeH6TRRSFc1nyL1Mf01YEnns1c3oDqH%2F1NnHGB5LiKpS9ee0qNFr83nRsm1OUIaY1IvoXlGfpuosu%2BkhkYGKAsZRArM3gY5MkxYYZwO795CyyGyuKl5RGw%3D%3D,True,
https://youtu.be/u2pxfoOzQO8,26__تئوری_کوانتوم_به_زبان_ساده_جلسه_۵_از_خیال_تا_واقعیت_قسمت_۲,https://srv6.dlmate.cc/dl?hash=NU%2BkaegrJ%2BVsNGpHayYmUfONqK9apKQpV6AcF1WFbsGd3Vg65f5s1PGT0wxhpzaNgUX2%2BF0kshVhPb0Ti4OIciUOxLt1q9Q2oNxMCMy2nkX7FsBQTUyNCFrT6JmutKq5mq7EAFBtDTIkCTjfZ38ZHE2eXnW5YB7Jk%2FIY4ue5hojhBFsWoNgut7MAatIOEqQZNCf4tmVBytR7Nr5wnb9qsuzWIym8o1WX3rffeJB1Ysu2IV4H%2FK2%2BO940MxLCkWx8ONsYMHp1wo1oUkwTaBkIlZXw9C9LQzjfRDm70LCrbOa98V%2FxtBW5TUsvnCyyow0mXERKQ%2FZIuxxyF3zkRDM0OsRfQERmePL5GNaJegEMJ0E5mQUzIrbJ5c3tEtx4X2Rg7fGNdIuzPhgaVMUlUpWS7kZ4mXTRjSG8RglVxDmPa02GUWk%2FFMS%2FmT7osPDc%2BBoE%2BfnC%2BK%2B7ru7ekCYAX4HQKf3%2Bmfl1YiD7FvCYhSoHG%2BeYOYhVUkOYVBFkFuSGHETusZ%2FeegAie6DD5npFHJLkehsbLNVtruHV%2BTQMWTvWI%2FbTM0lX2AI%2BwrBbz%2BQkYVHAsgF%2FnGJ%2F4iCcHhZr8WsoJQ%3D%3D,True,
https://youtu.be/Zlv8Gw9zWRU,27__تئوری_کوانتوم_به_زبان_ساده_جلسه_۶_متغیرهای_پنهان_قسمت_۱,https://srv7.dlmate.cc/dl?hash=oOJh2a7EgD3UNv%2F5n7I%2BWZy4Xc8gfDQu4O2JbRaMksAV52oFXO%2BfHQvb8yIAoYXiQb2tXHjOWT17Py%2FJELvw07XVbdMscHquQQtYFLppTdrAJxtoM8CMCAMdD8Z%2F1dxbYDjTGsY6J5DrlKHMSgV1Z6cr9zCCx23UEmCReY5qzzVtlO68RUkSs7v3hWEmuMIwA1e4Yn5cvSfFOj32xeWqC8JsCNgpFTSmlbckNdaNyi5HB%2FLbDHKfSywc2g4TD57a85AtBEzfPW77YwCQh0nFzK3d8sW46ORil1GcrLDAOwY85lFEr4QLCnaQKUtfvK2nf4HW9p%2FMLJhAykuIjDoo8JJFPFni%2BUxDEOb5f8ZC2VQ6ksDTIQb3OwsnvYLesrBkgmLouTYeQGpK2W%2BhzNoS2CRbzRm58WkDm92yD%2FmumFQS5RijPoq1%2B3%2Fnlsq6tJ3%2BsAxoG7bP0OA5u%2Bx1aDEZYwEdArZ8ZOfEvAyNQ2DhWTupxwO8Rjh4ys3hkN8LDy56iIdqk9AuPrGZdDBTnSBOA1ysaLL89PW9CFvcPBiGMeDvaym%2FK8HKdeOS4wu8BeZ3,True,
https://youtu.be/oZI5wuKc5Fs,28__تئوری_کوانتوم_به_زبان_ساده_جلسه_۶_متغیرهای_پنهان_قسمت_۲,https://srv8.dlmate.cc/dl?hash=KFo550Kd3%2Fx7V9rwPMoeq%2Bt15OzF1EgUWw8pMedsuZpA8ReDeHDMpMgrDlbEaP0FDV82uLeTrGcJWbyZh3Fk5Awf27XZ%2Bv%2BGBbqvtOHP6AK87tcF%2Bv4CoBKbIBpskV3CkgbcBBjYIAHRm54aPuhhWzleBbEF%2Fx0LZkbM6ldx%2FnknPBorJf4VbLVm23zmj9HA63uJSvU623LjvmILJwyG1iCMe4xDAL85FV0oIpv5rc9XVI6vHLt6ysYDvYR36dUB%2B6Fk95vMvePHZgIwQ%2Fu9UbxNhmCwaLwQP%2BhkSkr%2FK1abaX5FDsLQwDR978xC6FpVwC2xsVEjjXG79%2Byq3qP7DAGGlJMGC4wXKqBcXmwlXp18j9f6NhWhPa%2B5xjogjJEeFvpG%2F3u498KmL5G%2B9lZ7%2FcXUWZqCMq2d7VTcmoe5fWyG9Ip3E71fCTuSeqKazsDTpa1lNQpG9Knd6b8L%2BQCLJVYwU91W5I2A%2B1k6SQM8%2FpAx3NyaHfUPLcVk%2FEidmi%2B6DtCuz1DYsq1lquZoYm9sB7KUhgdW03zX4OGDwVec7SpnSRIeP2vhE5X9okpWabzD,True,
https://youtu.be/O-dR6QvitGg,29__تئوری_کوانتوم_به_زبان_ساده_جلسه_۷_نامساوی_بل_یکپارچگی_و_واقعیت_قسمت_۱,https://srv3.dlmate.cc/dl?hash=zyKgtiHjZDnnoU2M%2FE4nAloqxIhTX5xxHFgcd9GFrlLVZ7AAyf5gJJFo7tLwgo5i8SR4aLJC4eiNMwvE9jZQPoer%2BD06oXKNfGhK1b4zA6FbfCwmfEbGtpOuNKC759I08OpX6VsHd4i8JtdUyR9KPyix01fWN96uvmWXVvwir2K6e%2FXBRS9DxDwmxppg7mvGLZM%2F7torPEqvgkB87xbWLyWpAVW7oiB8XN1PbcMtcLEsHyJlQe4uIwdIpOaE3ogeYYWk%2FzOlcOyAk8qF6rYzTiG06377B3r2ict1Of1Iq5EJQVxtH5sF1DxeCEYtvPGGZZwuL394ohbbad8kIJN6k6j4NR4ZTx%2FKKqlTDpyCRSZhvFGxsLmuPzfYEvPv1Je%2Brn11%2BMShkPxsdWD2zB8zwUGypwG%2FvT9Jj1y0xcNdujdpGdnONVge8HB83IWHpv1SZF6%2FZOLNp6BZdjpJuwPZH4GzW2QawTbhuIwd8rj5Ad5b6Jw6PdACv%2FX5Ad17XG74cG%2BzLhkMGLBiVoAIxgxG432aVOtIj%2Fhp1uUnF8PeGifnX3vcoCBYRUDkgOoQ59KrPs829Bg6194HmIxCjPYp1kChXybGsBOZQ2Rx5ITZcmuPf6zExmmeHnExEVHCFRyI%2BeQ%2BX1ApNnmqyssTTf2EMbF6QDFDECMsXWHcFQ1fLqI%3D,True,
https://youtu.be/2T2jibcBsw4,30__تئوری_کوانتوم_به_زبان_ساده_جلسه_۷_نامساوی_بل_یکپارچگی_و_واقعیت_قسمت_۲,https://srv2.dlmate.cc/dl?hash=44UnmN7eoK8%2FA2r%2F6VdCJrFGIa0fPUECwUYCbBdwoRGE%2B%2BGn7uzkOFDEVJW9wWSBkMIBs2E%2F9zmevw7Q9Q5kvE8ZI%2BIOEhQGBfwjkANoLbHHOGqXs1mpc2OQZVgpAEzy6UmIVUZCTt6gA74Re%2Bib7mfFDg%2BoHLxocLAXHIijqK3dQ3dpbiNqaMlDGscrg7dsH03uYb6IdXeVEOzgcdfk%2FWNhxx5HICi964vhUwRoB4z16nt7iJunz0AzuuqCQpO3CiS%2Bmg%2BA60JELu%2F9PpmTRZx9Hf3XEwlPeCmoV8PLE7YDCKbiU9rRo%2B4vNIDO37Ydgb%2B%2BJZSN848OjZgLekDQjv49zftjXa9bCUsbDc0ty4pLweICoJsJtukqqd61tyH7G2%2BJ%2F3MOtQRe5xZYtWESRqUV3j7SOWrKKLdw5hx8Fg5Itx6WGNC1r2B5ct1mrwGxSlTOzNksJvftatDRAbkHv01CRtOZTETD%2BwmweouM8iHN4AcmGNVlIxSApgI5P72aOveUvyTNjT58Qywt%2Fb7Nd4Urgz1kWo75FMV92hm5lI%2B8Pol8uIcSe2P8AaTLnhOgz0tPJwE34jvnHVhqGw9cs9UcWVHai8E3aZqtLVWkKzSrjBomoqnXyP%2FJCNaaNomPZJxTvzKWePQnVt3tInhb1L3FhHphXspWLfXjXCqO9Rg%3D,True,
https://youtu.be/hzqe9DKp5yU,31__تئوری_کوانتوم_به_زبان_ساده_جلسه_۸_واقعیت_کوانتومی_و_مغز_قسمت_۲,https://srv5.dlmate.cc/dl?hash=mUM7NM%2B6ZtbZVuImPDoaf680S62Zz346q2mx%2BKvXe5EksdviDcWGJn%2Bv8XZ7%2BDCS0uVHKihM2NRW5%2BtKDPhv1gjkba5FCpCI02F8a7HLd8yc%2F1OCGNn%2Bk95Eh%2BESgEGfNCHaYX726gCoBr%2BmwxP6e1VhVBCexfsu9VbqDfqUu%2Bu71zLK%2F01gJvDbs8EBtVEY7MS6pG0ppOjAQtlPvyvh9jQDOh1r2ULvozO0hNwLfSiddO5pRQK2z9OkmYyWFcdxAZhwQjD6VZzPsZD0HtmFmETEc1fhhP%2FHqpNxHnL4V4vJJF92lxTeCwTIeD6sDNDWYLksUeZhSTJ0DQ%2B5lqECdccKy9mVXGvFLUuGO1bwzv0oqO%2FYKcErDRcz1DaKjWTJ%2FCK4rnLPFGvPOXa8%2FsMHir8xfrqMdWyDE3CO8xT0gKWm5CLAoroNY%2Byx5faRz%2BHNAFMY35G09dZYP4PJoehKxWd%2BWTUB3vjuBtMO20RNYfjWGFjoU5M4Y7%2BUPi6eHNPd%2FLrjsWaVvv2mSmMnGwDD36o0h1ZpS1QoqGOw7YkfqYieLZmyCmwupnJe6sOM1zbpRPEpU7paf2kUSIeL2JAIHzX9QkIgl%2B1VIhlWwzINle0%3D,True,
https://youtu.be/p395xar9cy4,32__تئوری_کوانتوم_به_زبان_ساده_جلسه_۸_واقعیت_کوانتومی_و_مغز_قسمت_۱,https://srv9.dlmate.cc/dl?hash=O9G0zYCCgbtrLph57BsPAjgcFckqfK%2FZWhA4OUFMxpO%2FXvu3X60oSD9fua0BqVbWGZ2XzDcmG5AUWUzISf%2FccFYlRwGz1Tj5hMCIc3f%2FryrLvhRrYyOzTCqO%2FeTYMbIk1H7n2wOVoUdy%2FJ6Z0BjY7UAOsaQN9Deiq%2F%2FvfKVyIxvFGYFsf4hsP3HXwSrqiI002lCVyla0jNXQ6uYYmgGYRVDC8RSu5yW2YMiEB9%2Bzc6FBZQ4wzMG9j4qTw5hvhaz5wb1eMClk9x4eIdYgPcaC9abVwTK2sNPgI5XvsCVAdk2ll%2BnSynVEGVsRUrg4y2z92gbX%2FADlivBFCwLP2%2BNcxLbPig0EUXRRfwCyZ0Rw4we0jJhOQWJWBlF%2FmbUKNYouWmlYxRWQHlf880IfR1P8J5kHKzyMNFUTxLIyL0RxQS1TOaLbiiltjEzmH4NZttEfZVhkipca8iL%2FYbDwLCwDuoB0m%2FecxctKzrI3tzr7mOtWRbBQrzQ95QbCILITH4MrYIEtTX8447utXVf785OTp0wTB5oBnxNGYH72Kc1TIPiAxIjrPX14PGa%2Fv61cbZ3pzzXPhx%2FIFicmYQtxxDE7U06QagIMYkQS34el%2FOn2Xtc%3D,True,
https://youtu.be/3AKMVDzJFMA,33__زبان_ریاضی_مکانیک_کوانتوم_نماد_دیراک_جلسه_۱_فضای_آبسترکت_مکانیک_کوانتوم,https://srv6.dlmate.cc/dl?hash=%2FiWwS7Se7Ac%2Fx1yUQEfXJfOf7XZr33IjmZgcO8fBq66fGz6V1MsCnV6rdTSyhTYYrklJajTsfXR%2BqkKSui97NZ71M4JkjQO75qlDCdgy7XvQLe9VPtIAZZ8myPZwmzwuE8hv1SW5RBD8e635dfDOoR9Ggi%2Bg%2BjzYcpTgttcuuZbxb2C%2BlVRxxZXzKo6PeFra3OxnetF21sNigqufCtwUCDQqc8tBQ6B9r%2BO8NuCwyp90MjpqehNaN%2BhbEsCVrGR%2Bl5zaEeVJqxgteBV6vyJ5h4sHgnppYybSXahTuo3STxoQAcGSyNculodv4zx1s43JdTeB8geNO5VNHAsoSmQDwZeJabzrn16CHOZFRJRRHuDhZwGDs69urX%2Fl0EpS7DR8MSQ99gqXK18lqyg%2Bmrm4hIPhT4Ym6QY6IoRfivmh8BAf1NIsbmo5ZsKkYg09xPwHb1sEQ9Cju%2FYq3i2PAtzWeS%2BeuaLQ1ty3HVvNi6k9gI0Am%2FuHTjSn7T2gtHEboisUYyzY3ZlkbXGHguHB4RnxWLjTHXPrGJREIruH7YpTiRspGJcEtkewzDiDQA7FM5IfKWDnzhDRmDEMSTGcETj7E%2Bq3A5dUCancJGucH6oy%2BHfGhe13Siqek0zp0p8QSwqvMoN7%2BW%2B82pT9Bgo%2FhgSMQff7sVGH%2F21vKsi0F9r32EYSShBUH3OHwaXJ1Jcsch7u,True,
https://youtu.be/R-qyKYbR8Ho,34__زبان_ریاضی_مکانیک_کوانتوم_نماد_دیراک_جلسه_۲_معرفی_نماد_دیراک,https://srv9.dlmate.cc/dl?hash=2cnoqznuzTa4X5iq7WcSxkQPXNrn9y4Eh74h2NRvucOo912i23lSVafhkcf3XzfF%2BLRxb5Y3kGLtzhwWL4MtP5PY0fYuK0fgWUAUVGe%2BN1XrK1i5Hyb38%2BH67%2Fm%2FveES8o0i%2BV%2Fyco6ulwmliXy%2Fht5N3m%2BqITfTxhdUafH86KMWCHv9fyX9kS6GgJN48WgFDmfneRA0rmgTYiHEOZUHyS1IAzfkn7%2F7e0KP5PGFYq%2BiK8A7y3OjkVV22lzOq84Mcw4hZane2k3Y3eFMyDchrm3E3wD2ylsb%2FQlkFhPH%2BzvkJ0h78CSaPmCHJWO1l6Mdf0EeIq1CSCqgSaSipgTNC7UQTzGumnb7v8sMR%2FIuLo4RFGUk4HoXny3rPQ1ZmtDKrMI%2FZ7S5uP3I62%2FMDdt2Xj4lvMFiRKgsN9p4kvC3YxQE51xS6IecTLNKXUIVWaNT4Y0q5U%2BMrwqBBt4qhaN6Zjw90VPKpIdey7nQK57pn4QjPzGmg2F%2FUKOSHU2qalbtz9DaIPQbOSFA9ooP0t%2Ffty26ZzBQhHhE6WZkIbOapWzkIwmi7wfxQo57wsYALD2wGzgTFHW80velHMLqY5hmmQ%3D%3D,True,
https://youtu.be/vzAoYKila8g,35__زبان_ریاضی_مکانیک_کوانتوم_نماد_دیراک_جلسه_۳_فضای_برداری_کمپلکس-_NATPHYS,https://srv4.dlmate.cc/dl?hash=1cf1PSYpmBKvDPLGGaQ6Lo7RjeshSmdwZRCOzs7aJXvmTtDvP8lAWva2vZ0N7FSfYDGRtCDzyJldAneN1XzIZwt96efM4cedvqpmnPgdeY2lOxI8Ie0PDg6zGH2D6R8kfbl1NCSasDHVdFrUVDZJKjtueczC%2BLP5LfjPhVyhhonxGJvF%2Bsllkr1nzrJWJbdn4x%2Fey2599rhR1OwFQ9FCr9ZE2J62moqQr794FwmOWPxwlejbGkqXKqhdVSaNZ01M69SBs3soxIIq42KWqqaKCYRGTlqP5QozDZ5ozJom8rWau7GMa6%2BiJqicaxl3UMNFepCYE5R98A%2BIVSD9CZ2cTB70Jdb%2F9F7EcJI3cYXMnvjx3zD4HwFzAysHMLer87RfHQM0NiQAG95vCrtk9do6nRI30ohRS0w%2FfkpDwwSfc5jD6QpQh9qmES%2FIQCnsk9iADh%2FyqGXBZyqhM3YwPleUzRVhN%2BIVLBCdXRSqskX%2BPZR1Qary4rmwnkAZWKGwGjwM2e2LzXqTgxHmcO7CkNOoVSLkRe85viC%2BOpM6r09L4Egvd8AYHfpDzCk0d85WUtx3vXQ9dM48x0WfSiMdXxfwBjuwMmCvZIym2Vm8GpHtkNXoKIuvj3T%2BLSFRlYqaNIrj,True,
https://youtu.be/j3Rq-YmJiMY,36__زبان_ریاضی_مکانیک_کوانتوم_نماد_دیراک_جلسه_۴_بردارهای_پایه_ارتونرمال-_NATPHYS,https://srv2.dlmate.cc/dl?hash=YA%2FUMfixvU4IPCyKKvFdtcWNPyBB43WZH%2F9OVf6%2FlkV9GxU2sjoc2EZeLsmwZYxroRMH8h47j7G3FqfENhhesdEW91nfeD3%2FdyzuHhUYfc%2Bv45LyiYrnvICE4189t%2FrrIa5jemK6%2FM5PSgKDrMF9iYpb365CQRpWzvV875ck8Ko583T3CFpkvieeJTlJ1B%2FeN%2BgvjiKg1e%2F4wAbdBHpuM79ek%2BM5Mb5CFTEK4HonII2Y9X15kSI9ldsYnWnRl1rdejZ7gO9jKAk4Ah1vDcTndxTv3cMrfLKqppJueKawgzlMBnbRwKv9MbNVPvpxxIU3DzBMWMQBuiRHmxSC%2FJ2F5szUdswc2nXv6jkDYiPaXXcDkOzPQRuZXW%2BaOcQz9k6%2BEvn9qX7buYObR8Ob6u%2F797H8LQXGwdlzfcWbKBfLZx0p0OBAFaFttWa7Z2IM8J3qoyhPmAMLXPWYs%2BFnhaGS7rCq110Nj2E3L0JWo0CsYhQkpT83zO1xUBcKGNiT0F%2BxpEGaQQefoMwbuxT%2B71VmTI0ikBYSJ%2FOWzT%2B8CVs5TD5yw5Fd00jVITJFe0su%2BfLxoUU0%2FV3n5xBYY66BOaKDVFCgCWEJgyyQb9QMstzGv5o74M5nbLcmwRtOZaWMvrTVLflZJWONpA137YmXA8%2Bm8Q%3D%3D,True,
https://youtu.be/NtdkTKqUJ98,37__زبان_ریاضی_مکانیک_کوانتوم_نماد_دیراک_جلسه_۵_منطق_کلاسیک_در_برابر_منطق_کوانتومی-_NATPHYS,https://srv.dlmate.cc/dl?hash=O2eaiI9XEPTLXtJJGXXxvvsgANHKU1y0Mm%2BpiTSxroR5ppi7YmFhvnefk42VVvzLCif3CKlprLTY6n2ZvX2Yp%2Bj8w8EB1GGk%2FMIzEwclqOFsDl57HtV6ojixoOtlZrzmd%2F765I%2FFg6NlL6cjVe3BxhRNzR4%2FoHeVIEQG3WJx7m%2FyCC2qmxp8IWk52PTpV3tZLJHQu4YVHH7MAXXU6JpVZRCDRpTyczx7UWsJdqmXIdylTzY8Lh7yd1cFDPtuxvKPEkMD0fHnABByByJ%2BkYzAooqrcySiDEKugBO0c1RjMviiD8BXS6AV1CJu%2FlAekTWfSFY83bLIzObDF8uYjExfBSb4MPzPhY2%2FcigfO5tH7IIc18Y9jb23mkIriX0U8pBXh4E%2B9b68GU4ZYb%2FlCEhIBAoMxbRYsaC6cmgHcrQpzX%2Fe5ouTBHWH0Epo0eDJ6qklScqXKDrZoe%2Bpk8xcJcx7CmSNwLdhq5ptlfizLcdysEoZQXJDXPa1XmkiSm6xJWPgqcOHet1dVV8zD%2BAqBEBki2dgchD57Ztkk4kQWA2BDBBn%2FokLQ%2BeDsxf9Ic4SDlMckqJkV84RNJyj1rF91yVPwOB0IOIVlzgnBJw5K4uK2VpwRfeeEHCn%2Fimb3nbJRD4w103xHeI%2BRC0s0YES3KX8xYUVHFkE2ki%2FaSTjJ4aOhb05FBTUCsmVMNXBBTPbYB7inaj2JeTe0gUUZNHJCptj6RA3kfIpmvbbpwjf5DQP1b0%3D,True,
